Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
The Significance of Free Will (1996),1,node,person_kane_robert_7q8r9s0t,Robert Kane
Persons and Causes (2000),1,node,person_oconnor_timothy_8r9s0t1u,Timothy O'Connor
"“Agent Causation” in Agents, Causes, and Events (1995)",1,node,person_oconnor_timothy_8r9s0t1u,Timothy O'Connor
"“The Incompatibility of Free Will and Determinism” (Philosophical Studies 27, 1975)",1,node,person_van_inwagen_peter_9s0t1u2v,Peter van Inwagen
An Essay on Free Will (1983),1,node,person_van_inwagen_peter_9s0t1u2v,Peter van Inwagen
On Action (1990),1,node,person_ginet_carl_0t1u2v3w,Carl Ginet
“In Defense of the Principle of Alternative Possibilities” (1996),1,node,person_ginet_carl_0t1u2v3w,Carl Ginet
"“A Libertarian Theory of Free Will” (Philosophical Studies 68, 1992)",1,node,person_ekstrom_laura_1u2v3w4x,Laura Waddell Ekstrom
Free Will: A Philosophical Study (2000),1,node,person_ekstrom_laura_1u2v3w4x,Laura Waddell Ekstrom
Elbow Room: The Varieties of Free Will Worth Wanting (1984),1,node,person_dennett_daniel_2v3w4x5y,Daniel Dennett
Freedom Evolves (2003),1,node,person_dennett_daniel_2v3w4x5y,Daniel Dennett
The Metaphysics of Free Will (1994),1,node,person_fischer_john_martin_3w4x5y6z,John Martin Fischer
"Responsibility and Control (with Mark Ravizza, 1998)",1,node,person_fischer_john_martin_3w4x5y6z,John Martin Fischer
Conversation and Responsibility (2012),1,node,person_mckenna_michael_4x5y6z7a,Michael McKenna
“Alternate Possibilities and the Failure of the Counterexamples to PAP” (2003),1,node,person_mckenna_michael_4x5y6z7a,Michael McKenna
Responsibility and the Moral Sentiments (1994),1,node,person_wallace_r_jay_5y6z7a8b,R. Jay Wallace
The Moral Nexus (2019),1,node,person_wallace_r_jay_5y6z7a8b,R. Jay Wallace
"Causes, Laws, and Free Will (2013)",1,node,person_vihvelin_kadri_6z7a8b9c,Kadri Vihvelin
"“Incompatibilism and the Ability to Do Otherwise” (Synthese 150, 2006)",1,node,person_vihvelin_kadri_6z7a8b9c,Kadri Vihvelin
Living Without Free Will (2001),1,node,person_pereboom_derk_7a8b9c0d,Derk Pereboom
"Free Will, Agency, and Meaning in Life (2014)",1,node,person_pereboom_derk_7a8b9c0d,Derk Pereboom
Freedom and Belief (1986),1,node,person_strawson_galen_8b9c0d1e,Galen Strawson
“The Impossibility of Moral Responsibility” (1994),1,node,person_strawson_galen_8b9c0d1e,Galen Strawson
Free Will and Illusion (2000),1,node,person_smilansky_saul_9c0d1e2f,Saul Smilansky
"“Determinism and Prepunishment” (Philosophy and Phenomenological Research 50, 1990)",1,node,person_smilansky_saul_9c0d1e2f,Saul Smilansky
Free Will and Consciousness (2012),1,node,person_caruso_gregg_0d1e2f3g,Gregg Caruso
Rejecting Retributivism (2021),1,node,person_caruso_gregg_0d1e2f3g,Gregg Caruso
"“Time of Conscious Intention to Act” (Brain 106, 1983)",1,node,person_libet_benjamin_1e2f3g4h,Benjamin Libet
Mind Time: The Temporal Factor in Consciousness (2004),1,node,person_libet_benjamin_1e2f3g4h,Benjamin Libet
"“Unconscious Determinants of Free Decisions” (Nature Neuroscience 11, 2008)",1,node,person_haynes_john_dylan_2f3g4h5i,John-Dylan Haynes
"“Decoding Sequential Stages of Task Preparation” (NeuroImage 45, 2009)",1,node,person_haynes_john_dylan_2f3g4h5i,John-Dylan Haynes
Free Will and Luck (2006),1,node,person_mele_alfred_3g4h5i6j,Alfred Mele
Effective Intentions (2009),1,node,person_mele_alfred_3g4h5i6j,Alfred Mele
"“Is Incompatibilism Intuitive?” (Philosophical Topics 33, 2005)",1,node,person_nahmias_eddy_4h5i6j7k,Eddy Nahmias
"“Autonomous Agency and Social Psychology” (Synthese 159, 2007)",1,node,person_nahmias_eddy_4h5i6j7k,Eddy Nahmias
"“Intentional Action and Side Effects” (Analysis 63, 2003)",1,node,person_knobe_joshua_5i6j7k8l,Joshua Knobe
"Experimental Philosophy (edited with Shaun Nichols, 2008)",1,node,person_knobe_joshua_5i6j7k8l,Joshua Knobe
Bound: Essays on Free Will and Responsibility (2015),1,node,person_nichols_shaun_6j7k8l9m,Shaun Nichols
"“Moral Responsibility and Determinism” (Noûs 41, 2007)",1,node,person_nichols_shaun_6j7k8l9m,Shaun Nichols
Personal Autonomy in Society (2006),1,node,person_oshana_marina_7k8l9m0n,Marina Oshana
"“Personal Autonomy in Society” (Philosophy and Phenomenological Research 63, 2001)",1,node,person_oshana_marina_7k8l9m0n,Marina Oshana
"“Selflessness and Responsibility for Self” (Philosophical Review 118, 2009)",1,node,person_westlund_andrea_8l9m0n1o,Andrea Westlund
"“Relational Autonomy and the Social Self” (Hypatia 18, 2003)",1,node,person_westlund_andrea_8l9m0n1o,Andrea Westlund
"Relational Autonomy (edited with Natalie Stoljar, 2000)",1,node,person_mackenzie_catriona_9m0n1o2p,Catriona Mackenzie
"“Relational Autonomy, Normative Authority and Perfectionism” (Journal of Social Philosophy 39, 2008)",1,node,person_mackenzie_catriona_9m0n1o2p,Catriona Mackenzie
"van Inwagen, Peter. “The Incompatibility of Free Will and Determinism.” Philosophical Studies 27 (1975): 185–199.",1,node,argument_consequence_argument_0n1o2p3q,Consequence Argument
"Widerker, David, and Michael McKenna, eds. Moral Responsibility and Alternative Possibilities. Aldershot: Ashgate, 2003.",1,node,argument_frankfurt_cases_1o2p3q4r,Frankfurt Cases
"Pereboom, Derk. “Determinism Al Dente.” Noûs 29 (1995): 21-45.",1,node,argument_four_case_manipulation_2p3q4r5s,Four-Case Manipulation Argument
"Strawson, Galen. Freedom and Belief. Oxford: Clarendon Press, 1986.",1,node,argument_basic_argument_3q4r5s6t,Basic Argument (Strawson)
"Strawson, Galen. “The Impossibility of Moral Responsibility.” Philosophical Studies 75 (1994): 5-24.",1,node,argument_basic_argument_3q4r5s6t,Basic Argument (Strawson)
"Kane, Robert. “Responsibility, Luck, and Chance.” Journal of Philosophy 96 (1999): 217-240.",1,node,concept_self_forming_actions_4r5s6t7u,Self-Forming Actions (SFAs)
"Leibniz, Theodicy §173",1,node,concept_principle_alternative_possibilities_5s6t7u8v,Principle of Alternative Possibilities (PAP)
"Wallace, R. Jay. Responsibility and the Moral Sentiments. Cambridge, MA: Harvard University Press, 1994.",1,node,concept_reactive_attitudes_7u8v9w0x,Reactive Attitudes
"Frankfurt, Harry. “Freedom of the Will and the Concept of a Person.” Journal of Philosophy 68 (1971): 5-20.",1,node,concept_hierarchical_mesh_8v9w0x1y,Hierarchical Mesh Theory
"Watson, Gary. “Free Agency.” Journal of Philosophy 72 (1975): 205-220.",1,node,concept_hierarchical_mesh_8v9w0x1y,Hierarchical Mesh Theory
"McKenna, Michael. Conversation and Responsibility. Oxford: Oxford University Press, 2012.",1,node,concept_reasons_responsiveness_0x1y2z3a,Reasons-Responsiveness
"Mele, Alfred R. Manipulated Agents. New York: Oxford University Press, 2014.",1,node,concept_bypassing_1y2z3a4b,Bypassing
"Knobe, Joshua. “Intentional Action and Side Effects in Ordinary Language.” Analysis 63 (2003): 190-194.",1,node,concept_knobe_effect_2z3a4b5c,Knobe Effect
"Knobe, Joshua, and Shaun Nichols. “Moral Responsibility and Determinism.” Noûs 41 (2007): 663-685.",1,node,concept_knobe_effect_2z3a4b5c,Knobe Effect
"Kornhuber, Hans Helmut, and Lüder Deecke. “Hirnpotentialänderungen bei Willkürbewegungen und passiven Bewegungen.” Archiv für Psychiatrie und Nervenkrankheiten 203 (1962): 1-20.",1,node,concept_readiness_potential_3a4b5c6d,Readiness Potential (Bereitschaftspotential)
"Libet, Benjamin et al. “Time of Conscious Intention to Act in Relation to Cerebral Activity.” Brain 106 (1983): 623-642.",1,node,concept_readiness_potential_3a4b5c6d,Readiness Potential (Bereitschaftspotential)
"Smilansky, Saul. Free Will and Illusion. Oxford: Oxford University Press, 2000.",1,node,concept_illusionism_free_will_6d7e8f9g,Free Will Illusionism
"Caruso, Gregg D. Free Will and Consciousness. Lanham, MD: Lexington Books, 2012.",1,node,concept_illusionism_free_will_6d7e8f9g,Free Will Illusionism
"Pereboom, Derk. Free Will, Agency, and Meaning in Life. Oxford: Oxford University Press, 2014.",1,node,concept_public_health_model_7e8f9g0h,Public Health-Quarantine Model of Criminal Justice
"Caruso, Gregg D. Rejecting Retributivism. Cambridge: Cambridge University Press, 2021.",1,node,concept_public_health_model_7e8f9g0h,Public Health-Quarantine Model of Criminal Justice
"Dennett, Daniel. Elbow Room: The Varieties of Free Will Worth Wanting. Cambridge, MA: MIT Press, 1984.",1,node,work_elbow_room_dennett_9g0h1i2j,Elbow Room: The Varieties of Free Will Worth Wanting
"O’Connor, Timothy. Persons and Causes: The Metaphysics of Free Will. New York: Oxford University Press, 2000.",1,node,work_persons_and_causes_oconnor_4l5m6n7o,Persons and Causes: The Metaphysics of Free Will
"Mele, Alfred R. Free: Why Science Hasn’t Disproved Free Will. New York: Oxford University Press, 2014.",1,node,work_free_mele_5m6n7o8p,Free: Why Science Hasn't Disproved Free Will
"Cicero, De Finibus I.21-23",1,node,person_lucretius_99_55bce_k1l2m3n4,Titus Lucretius Carus
"Boethius, De consolatione Philosophiae III.2",1,node,person_boethius_480_524ce_w3x4y5z6,Boethius (Anicius Manlius Severinus Boethius)
"Aristotle, Eudemian Ethics II.6, 1223a7-15",1,node,quote_aristotle_origin_principle_9cb3c262,"Aristotle: When the origin is in him, it is also up to him to act or no..."
"Lucretius, De Rerum Natura II.284-293",1,node,quote_lucretius_swerve_8bae0c52,Lucretius: nor do the atoms by swerving make a certain beginning of mot...
"Sextus Empiricus, M IX.40 (citing Chrysippus)",1,node,quote_chrysippus_cylinder_1da2c55b,Chrysippus (via Cicero): just as someone who pushes a cylindrical stone... gives it t...
"Alexander of Aphrodisias, De fato 14.3-6",1,node,quote_alexander_alternatives_e4d14e13,Alexander of Aphrodisias: For what is up to us consists in being able also to do the o...
"Epictetus, Discourses I.1.7-15",1,node,quote_epictetus_prohairesis_3fabff35,"Epictetus: Other things are not up to us, but prohairesis (moral choice..."
"Cicero, Academica II.96-98",1,node,quote_carneades_cafma_4483b50a,"Carneades (via Cicero): If everything happens through antecedent causes, everything ..."
"Origen, Commentary on Romans V.8",1,node,quote_origen_autexousion_abbb5a2e,Origen: The self-determining power... is the ability to do this and ...
"Plotinus, Enneads VI.8.20",1,node,quote_plotinus_one_freedom_b1d66acd,Plotinus: If someone were to say that He is willingly what He is... th...
"Augustine, Confessiones VIII.10.22",1,node,quote_augustine_divided_will_b45d573e,"Augustine: The will commands that there be will, yet does not do it... ..."
"Boethius, Consolation of Philosophy V, prose 5",1,node,quote_boethius_eternity_7f0a8967,"Boethius: Eternity... the whole, simultaneous and perfect possession o..."
"Alexander of Aphrodisias, De Fato 1-3",1,node,argument_sea_battle_aristotle,Sea Battle Tomorrow
"Augustine, De libero arbitrio II.13",1,node,concept_source_incompatibilism,Source Incompatibilism
Determinism and Freedom in Stoic Philosophy (1998),1,node,person_bobzien_susanne_contemporary,Susanne Bobzien
"“The Inadvertent Conception and Late Birth of the Free-Will Problem” (Phronesis 43, 1998)",1,node,person_bobzien_susanne_contemporary,Susanne Bobzien
A Free Will: Origins of the Notion in Ancient Thought (2011),1,node,person_frede_michael_1940_2007,Michael Frede
"“Stoic and Aristotelian Conceptions of Freedom” (Proceedings of the Boston Area Colloquium in Ancient Philosophy 2, 1986)",1,node,person_frede_michael_1940_2007,Michael Frede
"Necessity, Cause, and Blame (1980)",1,node,person_sorabji_richard_contemporary,Richard Sorabji
Emotion and Peace of Mind (2000),1,node,person_sorabji_richard_contemporary,Richard Sorabji
The Stoics on Determinism and Compatibilism (2005),1,node,person_salles_ricardo_contemporary,Ricardo Salles
"“Compatibilism: Stoics and Moderns” (Journal of Philosophical Research 33, 2008)",1,node,person_salles_ricardo_contemporary,Ricardo Salles
Ethics and Human Action in Early Stoicism (1985),1,node,person_inwood_brad_contemporary,Brad Inwood
The Cambridge Companion to the Stoics (2003),1,node,person_inwood_brad_contemporary,Brad Inwood
The Therapy of Desire (1994),1,node,person_nussbaum_martha_contemporary,Martha Nussbaum
Upheavals of Thought (2001),1,node,person_nussbaum_martha_contemporary,Martha Nussbaum
The Morality of Happiness (1993),1,node,person_annas_julia_contemporary,Julia Annas
"Platonic Ethics, Old and New (1999)",1,node,person_annas_julia_contemporary,Julia Annas
"“Stoic Compatibilism and Frankfurt-Type Cases” (Philosophical Studies 175, 2018)",1,node,person_bernath_laszlo_contemporary,László Bernáth
“Moral Responsibility Without Alternative Possibilities?” (Acta Analytica 2019),1,node,person_bernath_laszlo_contemporary,László Bernáth
Freedom within Reason (1990),1,node,person_wolf_susan_contemporary,Susan Wolf
Meaning in Life and Why It Matters (2010),1,node,person_wolf_susan_contemporary,Susan Wolf
"Frede, Michael. *A Free Will: Origins of the Notion in Ancient Thought*. University of California Press, 2011.",1,node,work_frede_free_will_2011,A Free Will: Origins of the Notion in Ancient Thought
"Bobzien, Susanne. *Determinism and Freedom in Stoic Philosophy*. Oxford University Press, 1998.",1,node,work_bobzien_determinism_freedom_1998,Determinism and Freedom in Stoic Philosophy
"Salles, Ricardo. *The Stoics on Determinism and Compatibilism*. Ashgate, 2005.",1,node,work_salles_stoics_determinism_2008,The Stoics on Determinism and Compatibilism
"Sorabji, Richard. *Emotion and Peace of Mind*. Oxford University Press, 2000.",1,node,work_sorabji_emotion_peace_2000,Emotion and Peace of Mind
"Bernáth, László. ""Stoic Compatibilism and Frankfurt-Type Cases."" *Philosophical Studies* 175 (2018): 2789-2807.",1,node,work_bernath_stoicism_frankfurt_2018,Stoicism and Frankfurtian Compatibilism
"Frankfurt, Harry. ""Alternate Possibilities and Moral Responsibility."" *Journal of Philosophy* 66 (1969): 829-839.",1,node,concept_frankfurt_cases,Frankfurt Cases (conceptual theme)
"Pereboom, Derk. *Living Without Free Will*. Cambridge University Press, 2001.",1,node,concept_manipulation_argument,Manipulation Argument
"van Inwagen, Peter. *An Essay on Free Will*. Clarendon Press, 1983.",1,node,concept_consequence_argument,Consequence Argument (conceptual theme)
"Plotinus, Enneads III.1.4",1,node,quote_plotinus_heimarmene_31dbdc1e,Plotinus: They make heimarmenê (fate) the most sovereign cause...
"Augustine, De libero arbitrio I.12",1,node,quote_augustine_liberum_arbitrium_0661f946,Augustine: From what deep and hidden recess was my free choice (liberum arbitrium) called forth...
"Plotinus, Enneads VI.8.6",1,node,quote_plotinus_autexousion_65371acd,Plotinus: The self-determining power (to autexousion) is not taken away in these matters...
"Lucretius, De Rerum Natura II.319-332",1,node,quote_lucretius_clinamen_ii_251_293_176829af,Lucretius on the Atomic Swerve and Free Will (De rerum natura II.251-293)
"Methodius of Olympus, Symposium 8",1,node,work_de_libero_arbitrio_methodius_olympus,On Free Will (De libero arbitrio)
"Methodius of Olympus, On Free Will (Slavonic version), ed. Musurillo, ACTA 27 (1963): 146-178",1,node,work_de_libero_arbitrio_methodius_olympus,On Free Will (De libero arbitrio)
Romans 7:8-25; Divine_and_Human_Agency_full.txt:7723-7735,1,node,concept_pauline_agency_framework_e6fc455c,Pauline Agency Framework
Galatians 2:19-21; Divine_and_Human_Agency_full.txt:7241-7246,1,node,concept_pauline_agency_framework_e6fc455c,Pauline Agency Framework
1 Enoch 6-16; Divine_and_Human_Agency_full.txt:4385-4520,1,node,concept_second_temple_agency_spectrum_ad43b22a,Second Temple Agency Spectrum
Pseudo-Philo LAB 12.2-10; Divine_and_Human_Agency_full.txt:4241-4275,1,node,concept_second_temple_agency_spectrum_ad43b22a,Second Temple Agency Spectrum
4Q186 1.1-8; Divine_and_Human_Agency_full.txt:1979-2040,1,node,concept_qumran_two_spirits_economy_dd50d11a,Qumran Two-Spirits Economy
CD 2:2-13; Divine_and_Human_Agency_full.txt:2085-2140,1,node,concept_qumran_two_spirits_economy_dd50d11a,Qumran Two-Spirits Economy
Sifre Numbers 115; Divine_and_Human_Agency_full.txt:3088-3170,1,node,concept_rabbinic_command_response_dynamics_ab1d7f4b,Rabbinic Command-Response Dynamics
Sifra Behuqqotai 8.10 (Lev 26:44); Divine_and_Human_Agency_full.txt:2567-2577,1,node,concept_rabbinic_command_response_dynamics_ab1d7f4b,Rabbinic Command-Response Dynamics
b. Qiddushin 30b; Divine_and_Human_Agency_full.txt:3306-3313,1,node,concept_rabbinic_command_response_dynamics_ab1d7f4b,Rabbinic Command-Response Dynamics
Pesiqta de-Rav Kahana 12.6; Divine_and_Human_Agency_full.txt:3373-3393,1,node,concept_rabbinic_command_response_dynamics_ab1d7f4b,Rabbinic Command-Response Dynamics
Sifra Qedoshim 11.22; Divine_and_Human_Agency_full.txt:3406-3420,1,node,concept_rabbinic_command_response_dynamics_ab1d7f4b,Rabbinic Command-Response Dynamics
"Barclay, Introduction, caution against modern assumptions; Divine_and_Human_Agency_full.txt:289-295",1,node,concept_modern_analytical_frameworks_ae075bec,Explicit Analytical Frameworks
"Barclay, Introduction; Divine_and_Human_Agency_full.txt:399-464",1,node,concept_barclay_three_agency_models_16901229,Barclay's Agency Models
"Epictetus, Diss. 4.1.99-104; Divine_and_Human_Agency_full.txt:6155-6180",1,node,concept_engberg_pedersen_agency_continuum_f2e4e3f4,Epictetus-Paul Agency Continuum
Galatians 5:24; Divine_and_Human_Agency_full.txt:6856-6870,1,node,concept_engberg_pedersen_agency_continuum_f2e4e3f4,Epictetus-Paul Agency Continuum
Galatians 4:4-7; Divine_and_Human_Agency_full.txt:8759-8769,1,node,concept_martyn_apocalyptic_metaethics_8c16195d,Apocalyptic Meta-Ethics
Romans 8:29-30; Divine_and_Human_Agency_full.txt:8764-8772,1,node,concept_martyn_apocalyptic_metaethics_8c16195d,Apocalyptic Meta-Ethics
Romans 1:18-32; Divine_and_Human_Agency_full.txt:7723-7735,1,node,concept_gathercole_revelatory_sin_economy_ef6569ea,Revelatory Sin Economy
Romans 7:7-25; Divine_and_Human_Agency_full.txt:7723-7735,1,node,concept_gathercole_revelatory_sin_economy_ef6569ea,Revelatory Sin Economy
Genesis 6:8; Divine_and_Human_Agency_full.txt:6886-6902,1,node,concept_barclay_grace_comparison_26656e8d,Grace: Philo and Paul Compared
Exodus 33:13-17; Divine_and_Human_Agency_full.txt:6902-6945,1,node,concept_barclay_grace_comparison_26656e8d,Grace: Philo and Paul Compared
Deuteronomy 6:10-11; Divine_and_Human_Agency_full.txt:6985-7029,1,node,concept_barclay_grace_comparison_26656e8d,Grace: Philo and Paul Compared
Romans 5:15-21; Divine_and_Human_Agency_full.txt:7247-7320,1,node,concept_barclay_grace_comparison_26656e8d,Grace: Philo and Paul Compared
4QMMT C 23-32; Divine_and_Human_Agency_full.txt:5039-5045,1,node,concept_4qmmat_galatians_interface_8502f4f3,4QMMT–Galatians Interface
Sirach 4:1; Divine_and_Human_Agency_full.txt:4213-4216,1,node,concept_sirach_capacity_bdea9bee,Sirach on Human Capacity
Sirach 19:16; Divine_and_Human_Agency_full.txt:4201-4209,1,node,concept_sirach_capacity_bdea9bee,Sirach on Human Capacity
Sirach 33:10-15; Divine_and_Human_Agency_full.txt:4216-4226,1,node,concept_sirach_capacity_bdea9bee,Sirach on Human Capacity
4 Ezra 3:21-22; Divine_and_Human_Agency_full.txt:4287-4301,1,node,concept_4ezra_evil_heart_85c73e20,4 Ezra's Evil Heart
